Timestamp,hcc-larkvm1 last hour   
2015-11-03T22:38:00-06:00,12
2015-11-03T22:38:30-06:00,12
2015-11-03T22:39:00-06:00,14.4
2015-11-03T22:39:30-06:00,19.4
2015-11-03T22:40:00-06:00,12.333333333
2015-11-03T22:40:30-06:00,6.8666666667
2015-11-03T22:41:00-06:00,8.4
2015-11-03T22:41:30-06:00,3.6
2015-11-03T22:42:00-06:00,10.933333333
2015-11-03T22:42:30-06:00,11.466666667
2015-11-03T22:43:00-06:00,16.466666667
2015-11-03T22:43:30-06:00,9.3333333333
2015-11-03T22:44:00-06:00,21.666666667
2015-11-03T22:44:30-06:00,15.633333333
2015-11-03T22:45:00-06:00,20.766666667
2015-11-03T22:45:30-06:00,18.133333333
2015-11-03T22:46:00-06:00,69.4
2015-11-03T22:46:30-06:00,201.3
2015-11-03T22:47:00-06:00,21.666666667
2015-11-03T22:47:30-06:00,35.2
2015-11-03T22:48:00-06:00,24.8
2015-11-03T22:48:30-06:00,52.666666667
2015-11-03T22:49:00-06:00,18.4
2015-11-03T22:49:30-06:00,25.333333333
2015-11-03T22:50:00-06:00,12.533333333
2015-11-03T22:50:30-06:00,15.6
2015-11-03T22:51:00-06:00,11.733333333
2015-11-03T22:51:30-06:00,9
2015-11-03T22:52:00-06:00,1.3333333333
2015-11-03T22:52:30-06:00,8.6666666667
2015-11-03T22:53:00-06:00,1.2
2015-11-03T22:53:30-06:00,10.933333333
2015-11-03T22:54:00-06:00,3.4666666667
2015-11-03T22:54:30-06:00,1.2
2015-11-03T22:55:00-06:00,13.6
2015-11-03T22:55:30-06:00,23.2
2015-11-03T22:56:00-06:00,17.733333333
2015-11-03T22:56:30-06:00,26.166666667
2015-11-03T22:57:00-06:00,221.33333333
2015-11-03T22:57:30-06:00,1424.4
2015-11-03T22:58:00-06:00,11.166666667
2015-11-03T22:58:30-06:00,11.166666667
2015-11-03T22:59:00-06:00,1961
2015-11-03T22:59:30-06:00,112.36666667
2015-11-03T23:00:00-06:00,36.533333333
2015-11-03T23:00:30-06:00,69.666666667
2015-11-03T23:01:00-06:00,796.33333333
2015-11-03T23:01:30-06:00,300.4
2015-11-03T23:02:00-06:00,496.8
2015-11-03T23:02:30-06:00,34.6
2015-11-03T23:03:00-06:00,71
2015-11-03T23:03:30-06:00,69.466666667
2015-11-03T23:04:00-06:00,76.15
2015-11-03T23:04:30-06:00,76.15
2015-11-03T23:05:00-06:00,5120466.4667
2015-11-03T23:05:30-06:00,24569861.6
2015-11-03T23:06:00-06:00,25179476.133
2015-11-03T23:06:30-06:00,13252925
2015-11-03T23:07:00-06:00,11473761.667
2015-11-03T23:07:30-06:00,11485577.333
2015-11-03T23:08:00-06:00,11467483.667
2015-11-03T23:08:30-06:00,11483368.2
2015-11-03T23:09:00-06:00,11535682.4
2015-11-03T23:09:30-06:00,11496832.5
2015-11-03T23:10:00-06:00,11462250.433
2015-11-03T23:10:30-06:00,11454545.967
2015-11-03T23:11:00-06:00,11456378.6
2015-11-03T23:11:30-06:00,5770191.4
2015-11-03T23:12:00-06:00,724754.16667
2015-11-03T23:12:30-06:00,21.666666667
2015-11-03T23:13:00-06:00,59.166666667
2015-11-03T23:13:30-06:00,76
2015-11-03T23:14:00-06:00,10.4
2015-11-03T23:14:30-06:00,130.5
2015-11-03T23:15:00-06:00,16.433333333
2015-11-03T23:15:30-06:00,32
2015-11-03T23:16:00-06:00,13.333333333
2015-11-03T23:16:30-06:00,19.466666667
2015-11-03T23:17:00-06:00,2
2015-11-03T23:17:30-06:00,7.2
2015-11-03T23:18:00-06:00,11.6
2015-11-03T23:18:30-06:00,4.5333333333
2015-11-03T23:19:00-06:00,11.733333333
2015-11-03T23:19:30-06:00,8
2015-11-03T23:20:00-06:00,11.866666667
2015-11-03T23:20:30-06:00,10.066666667
2015-11-03T23:21:00-06:00,10.066666667
2015-11-03T23:21:30-06:00,4
2015-11-03T23:22:00-06:00,11.733333333
2015-11-03T23:22:30-06:00,4.2666666667
2015-11-03T23:23:00-06:00,11.2
2015-11-03T23:23:30-06:00,4.5333333333
2015-11-03T23:24:00-06:00,22.666666667
2015-11-03T23:24:30-06:00,9.6
2015-11-03T23:25:00-06:00,22.4
2015-11-03T23:25:30-06:00,2.4
2015-11-03T23:26:00-06:00,22.4
2015-11-03T23:26:30-06:00,6
2015-11-03T23:27:00-06:00,11.466666667
2015-11-03T23:27:30-06:00,23.6
2015-11-03T23:28:00-06:00,12.8
2015-11-03T23:28:30-06:00,4.5333333333
2015-11-03T23:29:00-06:00,11.466666667
2015-11-03T23:29:30-06:00,0.8
2015-11-03T23:30:00-06:00,11.733333333
2015-11-03T23:30:30-06:00,8.1333333333
2015-11-03T23:31:00-06:00,8.1333333333
2015-11-03T23:31:30-06:00,4
2015-11-03T23:32:00-06:00,11.466666667
2015-11-03T23:32:30-06:00,8.1333333333
2015-11-03T23:33:00-06:00,8.1333333333
2015-11-03T23:33:30-06:00,4.2666666667
2015-11-03T23:34:00-06:00,25
2015-11-03T23:34:30-06:00,1.2333333333
2015-11-03T23:35:00-06:00,16.533333333
2015-11-03T23:35:30-06:00,143.46666667
2015-11-03T23:36:00-06:00,21.066666667
2015-11-03T23:36:30-06:00,138.93333333
2015-11-03T23:37:00-06:00,16.533333333
2015-11-03T23:37:30-06:00,NaN
