Timestamp,pc-c220m4-r04-13.wisc.cloudlab.us last hour   
2015-11-03T22:37:45-06:00,956.06294
2015-11-03T22:38:00-06:00,998.5484
2015-11-03T22:38:15-06:00,836.1508
2015-11-03T22:38:30-06:00,746.76829333
2015-11-03T22:38:45-06:00,652.12562667
2015-11-03T22:39:00-06:00,910.54896667
2015-11-03T22:39:15-06:00,1003.6539667
2015-11-03T22:39:30-06:00,765.08549333
2015-11-03T22:39:45-06:00,484.70131333
2015-11-03T22:40:00-06:00,617.22666667
2015-11-03T22:40:15-06:00,805.1265
2015-11-03T22:40:30-06:00,868.71563333
2015-11-03T22:40:45-06:00,1009.3385933
2015-11-03T22:41:00-06:00,787.1299
2015-11-03T22:41:15-06:00,753.67079333
2015-11-03T22:41:30-06:00,796.73999333
2015-11-03T22:41:45-06:00,663.89150667
2015-11-03T22:42:00-06:00,943.88786667
2015-11-03T22:42:15-06:00,932.9617
2015-11-03T22:42:30-06:00,834.40543333
2015-11-03T22:42:45-06:00,861.65616667
2015-11-03T22:43:00-06:00,903.89045333
2015-11-03T22:43:15-06:00,942.89936667
2015-11-03T22:43:30-06:00,797.90551333
2015-11-03T22:43:45-06:00,1090.1882
2015-11-03T22:44:00-06:00,990.80369333
2015-11-03T22:44:15-06:00,829.35988
2015-11-03T22:44:30-06:00,968.60149333
2015-11-03T22:44:45-06:00,900.64506667
2015-11-03T22:45:00-06:00,884.40826667
2015-11-03T22:45:15-06:00,992.74606667
2015-11-03T22:45:30-06:00,869.0878
2015-11-03T22:45:45-06:00,610.0282
2015-11-03T22:46:00-06:00,851.68516667
2015-11-03T22:46:15-06:00,709.18973333
2015-11-03T22:46:30-06:00,906.57386667
2015-11-03T22:46:45-06:00,623.88668
2015-11-03T22:47:00-06:00,769.46594
2015-11-03T22:47:15-06:00,914.21012
2015-11-03T22:47:30-06:00,889.52472
2015-11-03T22:47:45-06:00,827.0633
2015-11-03T22:48:00-06:00,763.1013
2015-11-03T22:48:15-06:00,661.81396667
2015-11-03T22:48:30-06:00,526.56723333
2015-11-03T22:48:45-06:00,557.2103
